,SalePrice,zhvi_px,zhvi_idx,NbrLivingUnits,SqFtLot,SqFtTotLiving,SqFtFinBasement,Bathrooms,Bedrooms,BldgGrade,YrBuilt,YrRenovated,TrafficNoise,LandVal,ImpsVal,NewConstruction,PropertyType_Multiplex,PropertyType_Single Family,PropertyType_Townhouse,ZipGroup,AdjSalePrice
19523,550000,430900,0.990119485294118,2,6075,2990,980,2.75,7,7,1912,0,0,150000,283000,0,1,0,0,1,555489.0
19524,380500,392100,0.900965073529412,1,13888,1940,790,1.75,4,7,1977,1997,1,92000,191000,0,0,1,0,1,422325.0
19525,285000,360700,0.828814338235294,1,13888,1940,790,1.75,4,7,1977,1997,1,92000,191000,0,0,1,0,1,343865.0
19528,160000,430900,0.990119485294118,1,9750,1265,0,1.0,3,7,1955,0,1,85000,154000,0,0,1,0,1,161597.0
19530,395000,423400,0.972886029411765,1,5453,1800,750,2.75,4,7,2002,0,0,85000,200000,0,0,1,0,1,406009.0
19531,235000,395300,0.908318014705882,1,8625,1360,0,1.75,3,7,1966,0,0,92000,167000,0,0,1,0,1,258720.0
19532,520000,404400,0.929227941176471,1,9375,2850,610,3.0,3,8,1977,0,0,92000,261000,0,0,1,0,1,559604.0
19533,275000,396500,0.911075367647059,2,5375,1460,0,1.75,3,6,1904,0,2,118000,130000,0,1,0,0,1,301841.0
19534,245500,396500,0.911075367647059,1,3225,790,0,1.0,2,6,1941,0,0,89000,96000,0,0,1,0,1,269462.0
19535,217500,354400,0.814338235294118,1,3225,790,0,1.0,2,6,1941,0,0,89000,96000,0,0,1,0,1,267088.0
19536,316000,342800,0.787683823529412,3,4838,2130,0,3.0,4,7,1930,0,0,97000,222000,0,1,0,0,1,401176.0
19537,212000,414800,0.953125,1,5000,880,0,1.0,2,6,1941,0,2,0,0,0,0,1,0,1,222426.0
19538,310000,430900,0.990119485294118,1,4432,1060,0,1.0,2,5,1923,0,2,0,0,0,0,1,0,1,313094.0
19539,268500,396500,0.911075367647059,1,4837,1290,0,2.0,3,7,1995,0,0,97000,168000,0,0,1,0,1,294707.0
19540,217000,383200,0.880514705882353,1,4838,1280,470,1.5,2,6,1938,0,0,97000,139000,0,0,1,0,1,246447.0
19541,465000,432100,0.992876838235294,1,5000,1750,0,1.0,5,7,1929,0,0,102000,192000,0,0,1,0,1,468336.0
19542,333000,428400,0.984375,1,5000,1760,360,1.5,3,7,1952,0,0,90000,198000,0,0,1,0,1,338286.0
19543,269950,431300,0.991038602941177,1,5350,1030,0,1.0,3,7,1924,2009,0,102000,179000,0,0,1,0,1,272391.0
19544,329000,425600,0.977941176470588,1,4500,1820,910,1.75,3,6,1932,0,0,97000,149000,0,0,1,0,1,336421.0
19545,305000,396500,0.911075367647059,1,5000,1100,0,1.0,4,6,1904,0,2,90000,133000,0,0,1,0,1,334769.0
19546,224000,395300,0.908318014705882,2,4500,2390,0,3.0,4,7,1974,0,0,97000,224000,0,1,0,0,1,246610.0
19547,259500,400600,0.920496323529412,1,4500,900,0,1.0,2,6,1951,0,0,97000,94000,0,0,1,0,1,281913.0
19548,215000,349100,0.802159926470588,1,4500,900,0,1.0,2,6,1951,0,0,97000,94000,0,0,1,0,1,268026.0
19549,225000,418300,0.961167279411765,1,4500,510,0,1.0,1,5,1925,0,0,97000,51000,0,0,1,0,1,234090.0
19552,376000,425600,0.977941176470588,2,5250,2460,0,3.5,4,7,1977,0,2,90000,234000,0,1,0,0,1,384481.0
19553,276500,400600,0.920496323529412,1,4725,1200,0,2.0,3,6,1924,0,0,88000,94000,0,0,1,0,1,300381.0
19554,333000,432100,0.992876838235294,1,4815,860,0,1.0,2,6,1929,0,0,88000,118000,0,0,1,0,1,335389.0
19555,229950,387600,0.890625,1,4966,830,0,1.0,2,5,1920,0,0,97000,92000,0,0,1,0,1,258189.0
19556,177500,332700,0.764476102941177,1,4397,900,0,1.0,2,6,1918,0,0,97000,94000,0,0,1,0,1,232185.0
19557,185000,370700,0.851792279411765,1,5600,1040,0,1.0,2,5,1942,0,0,138000,51000,0,0,1,0,1,217189.0
19558,275000,433200,0.995404411764706,1,4760,720,0,1.0,2,6,1942,0,0,138000,35000,0,0,1,0,1,276270.0
19559,235000,429600,0.987132352941177,1,5205,860,0,1.0,3,5,1942,0,0,138000,38000,0,0,1,0,1,238063.0
19560,280000,421200,0.967830882352941,1,5450,1140,0,1.5,3,6,1942,0,0,138000,56000,0,0,1,0,1,289307.0
19561,269000,430900,0.990119485294118,1,4922,720,0,1.0,2,5,1942,0,0,138000,43000,0,0,1,0,1,271684.0
19562,266000,404400,0.929227941176471,1,5040,1020,300,1.0,2,5,1942,0,0,138000,62000,0,0,1,0,1,286259.0
19563,221000,350900,0.806295955882353,1,5040,1020,300,1.0,2,5,1942,0,0,138000,62000,0,0,1,0,1,274093.0
19564,237000,414800,0.953125,1,6039,720,0,1.0,2,5,1942,0,0,138000,28000,0,0,1,0,1,248656.0
19565,195000,354400,0.814338235294118,1,5038,1220,0,1.0,3,6,1942,0,0,138000,105000,0,0,1,0,1,239458.0
19566,175000,311600,0.715992647058823,1,5022,1060,0,1.0,3,5,1942,0,0,138000,62000,0,0,1,0,1,244416.0
19567,450000,429600,0.987132352941177,1,5739,2210,0,2.5,4,7,2002,0,1,150000,192000,0,0,1,0,1,455866.0
19568,143000,315500,0.724954044117647,1,4785,880,0,1.0,3,5,1942,0,0,138000,39000,0,0,1,0,1,197254.0
19569,223950,428400,0.984375,1,5600,720,0,1.0,2,5,1942,0,0,138000,22000,0,0,1,0,1,227505.0
19570,275000,432100,0.992876838235294,1,6390,1300,0,1.0,4,5,1942,0,0,138000,65000,0,0,1,0,1,276973.0
19571,349900,434200,0.997702205882353,1,5490,1430,0,1.75,4,6,1942,0,0,138000,132000,0,0,1,0,1,350706.0
19572,239500,370700,0.851792279411765,1,5490,1430,0,1.75,4,6,1942,0,0,138000,132000,0,0,1,0,1,281172.0
19573,265950,418300,0.961167279411765,1,5724,1440,0,1.0,3,6,1942,0,0,138000,66000,0,0,1,0,1,276695.0
19574,352000,433200,0.995404411764706,2,8116,1750,0,2.0,4,5,1943,0,0,152000,90000,0,1,0,0,1,353625.0
19575,370000,434200,0.997702205882353,3,7895,2280,0,3.0,6,7,1961,0,0,151000,160000,0,1,0,0,1,370852.0
19576,455000,411100,0.944623161764706,2,14760,1750,0,2.0,6,5,1943,0,0,169000,81000,0,1,0,0,1,481674.0
19577,330000,434200,0.997702205882353,2,12628,1910,0,2.0,6,6,1943,2008,0,167000,113000,0,1,0,0,1,330760.0
19578,235000,395300,0.908318014705882,2,12210,1440,0,2.0,4,5,1943,0,0,166000,57000,0,1,0,0,1,258720.0
19579,300000,434200,0.997702205882353,2,5674,1510,0,2.5,4,5,1943,0,0,140000,48000,0,1,0,0,1,300691.0
19580,355000,394900,0.907398897058823,2,5674,1510,0,2.5,4,5,1943,0,0,140000,48000,0,1,0,0,1,391228.0
19581,250100,392100,0.900965073529412,2,10920,1440,0,2.0,4,5,1943,0,0,163000,34000,0,1,0,0,1,277591.0
19582,309000,404400,0.929227941176471,2,17397,1730,0,2.0,5,5,1943,0,0,174000,66000,0,1,0,0,1,332534.0
19583,312500,411100,0.944623161764706,2,13500,1750,0,2.0,6,5,1943,0,0,0,0,0,1,0,0,1,330820.0
19585,359950,434200,0.997702205882353,2,10472,1460,0,2.0,4,5,1943,0,0,162000,56000,0,1,0,0,1,360779.0
19586,500000,421200,0.967830882352941,1,3600,1060,200,1.0,3,7,1923,0,2,219000,148000,0,0,1,0,4,516619.0
19588,329950,392100,0.900965073529412,1,3454,1800,840,2.0,4,6,1926,0,2,174000,249000,0,0,1,0,4,366218.0
19589,372950,421200,0.967830882352941,1,2320,1770,0,2.0,3,7,1900,0,1,186000,360000,0,0,1,0,4,385346.0
19590,418500,427800,0.982996323529412,1,4740,1990,910,2.0,4,7,1926,0,2,187000,199000,0,0,1,0,4,425739.0
19591,455000,427800,0.982996323529412,1,2370,2520,830,2.25,4,8,1908,0,2,167000,307000,0,0,1,0,4,462871.0
19592,410000,423200,0.972426470588235,1,4740,1970,300,1.0,4,7,1904,2005,0,234000,281000,0,0,1,0,4,421626.0
19593,480000,392100,0.900965073529412,1,2226,1810,0,2.5,3,7,1909,0,2,140000,282000,0,0,1,0,4,532762.0
19594,459950,407700,0.936810661764706,1,2262,1600,0,1.75,3,8,1915,0,0,210000,420000,0,0,1,0,4,490974.0
19597,415000,415400,0.954503676470588,1,4500,1560,0,1.0,3,7,1903,0,0,234000,198000,0,0,1,0,4,434781.0
19598,529950,414800,0.953125,1,7500,1380,0,1.0,2,7,1900,0,0,258000,223000,0,0,1,0,4,556013.0
19599,365000,418400,0.961397058823529,1,7218,1109,0,1.0,2,7,1922,1985,0,124000,236000,0,0,0,1,4,379656.0
19600,305000,407400,0.936121323529412,1,1033,780,0,1.0,1,7,1922,1985,0,124000,196000,0,0,0,1,4,325812.0
19601,319000,425200,0.977022058823529,1,956,710,0,1.0,1,7,1922,1985,0,124000,186000,0,0,0,1,4,326502.0
19602,180000,330600,0.759650735294118,1,956,710,0,1.0,1,7,1922,1985,0,124000,186000,0,0,0,1,4,236951.0
19603,475000,404400,0.929227941176471,1,996,1580,240,3.0,3,9,2000,0,0,107000,470000,0,0,0,1,4,511177.0
19604,485000,418300,0.961167279411765,1,1585,1630,270,3.5,3,9,2000,0,0,107000,444000,0,0,0,1,4,504595.0
19605,496000,407700,0.936810661764706,1,7272,1420,0,1.75,3,7,1900,2013,0,245000,334000,0,0,1,0,4,529456.0
19606,320000,400600,0.920496323529412,1,1083,1590,0,2.0,2,10,2008,0,1,176000,575000,0,0,0,1,4,347639.0
19607,699000,400300,0.919806985294118,1,1338,1740,0,2.0,2,10,2008,0,1,176000,597000,1,0,0,1,4,759942.0
19608,880000,400300,0.919806985294118,1,2690,2320,850,2.5,3,10,2008,0,0,176000,657000,1,0,0,1,4,956722.0
19609,790000,342800,0.787683823529412,1,2690,2320,850,2.5,3,10,2008,0,0,176000,657000,0,0,0,1,4,1002940.0
19610,739000,369800,0.849724264705882,1,2597,2650,930,2.5,3,10,2008,0,0,176000,687000,1,0,0,1,4,869694.0
19611,557000,360700,0.828814338235294,1,1415,1690,0,2.0,2,10,2008,0,1,176000,590000,1,0,0,1,4,672044.0
19612,500000,392100,0.900965073529412,1,3630,1260,0,1.5,3,8,1904,0,0,226000,379000,0,0,1,0,4,554960.0
19613,240000,418400,0.961397058823529,1,2360,1060,200,1.0,2,7,1916,0,0,210000,160000,0,0,1,0,4,249637.0
19614,480000,404400,0.929227941176471,1,1888,1880,300,1.75,3,8,1923,0,0,202000,397000,0,0,1,0,4,516558.0
19615,265000,377500,0.867417279411765,1,10396,1730,0,1.5,4,7,1964,0,0,97000,168000,0,0,1,0,3,305505.0
19616,347000,396500,0.911075367647059,1,10583,1760,650,2.0,4,7,1967,2005,0,97000,192000,0,0,1,0,3,380869.0
19617,240000,433200,0.995404411764706,1,8010,1060,0,1.0,3,7,1968,0,0,97000,122000,0,0,1,0,3,241108.0
19618,437000,418300,0.961167279411765,1,7260,2460,0,2.5,4,7,1998,0,0,85000,223000,0,0,1,0,1,454656.0
19619,299950,369800,0.849724264705882,1,5957,2200,710,2.5,3,7,1998,0,0,85000,206000,0,0,1,0,1,352997.0
19622,580000,421200,0.967830882352941,1,6989,2940,100,2.5,4,9,2005,0,0,97000,403000,0,0,1,0,1,599278.0
19623,435000,414800,0.953125,1,24841,1380,0,2.0,3,7,1958,1991,0,132000,176000,0,0,1,0,3,456393.0
19624,172500,429900,0.987821691176471,1,20685,1510,260,2.0,2,6,1958,0,1,131000,132000,0,0,1,0,3,174627.0
19625,220000,392100,0.900965073529412,1,19824,1200,0,1.5,3,6,1963,0,0,132000,134000,0,0,1,0,3,244183.0
19626,245000,429600,0.987132352941177,1,14948,3550,0,2.5,4,7,2008,0,1,124000,334000,0,0,1,0,3,248194.0
19627,368000,425200,0.977022058823529,1,22852,1500,0,1.0,3,7,1957,0,0,132000,224000,0,0,1,0,3,376655.0
19628,390000,418300,0.961167279411765,1,18180,1500,100,1.75,4,7,1967,0,0,112000,191000,0,0,1,0,3,405757.0
19629,325000,414800,0.953125,1,16896,1770,0,1.0,3,6,1961,0,0,125000,187000,0,0,1,0,3,340984.0
19630,297000,425600,0.977941176470588,1,16020,2420,1210,2.75,3,7,1961,2009,0,125000,289000,0,0,1,0,3,303699.0
19631,750000,414800,0.953125,1,32563,3310,0,2.75,3,9,2000,0,0,138000,427000,0,0,1,0,3,786885.0
19632,397700,418300,0.961167279411765,1,15930,1350,100,2.0,3,7,1967,0,0,125000,184000,0,0,1,0,3,413768.0
19634,372000,351800,0.808363970588235,1,29106,1980,640,2.75,5,7,1995,0,0,132000,211000,0,0,1,0,3,460189.0
19635,245000,312200,0.717371323529412,1,18230,2280,1120,1.75,3,6,1963,0,0,125000,163000,0,0,1,0,3,341525.0
19636,433054,318000,0.730698529411765,1,18259,2540,0,2.5,3,8,2012,0,0,125000,331000,1,0,1,0,3,592658.0
19637,375000,383200,0.880514705882353,1,46971,1400,0,2.0,3,7,1960,0,0,156000,151000,0,0,1,0,3,425887.0
19638,730000,396500,0.911075367647059,1,51193,5220,0,4.25,4,8,1985,0,0,156000,423000,0,0,1,0,3,801251.0
19639,212500,387600,0.890625,1,21907,2970,0,2.5,3,9,1998,2006,0,125000,348000,0,0,1,0,3,238596.0
19640,650000,407700,0.936810661764706,1,21907,2970,0,2.5,3,9,1998,2006,0,125000,348000,0,0,1,0,3,693844.0
19641,735000,427800,0.982996323529412,1,21907,2970,0,2.5,3,9,1998,2006,0,125000,348000,0,0,1,0,3,747714.0
19642,330000,350300,0.804917279411765,1,49222,2160,0,2.75,3,7,1961,0,0,156000,241000,0,0,1,0,3,409980.0
19644,285000,351800,0.808363970588235,1,17600,2190,1080,2.5,4,7,1966,0,0,138000,188000,0,0,1,0,3,352564.0
19645,278298,396500,0.911075367647059,1,17600,1820,0,2.0,3,7,1972,0,0,138000,225000,0,0,1,0,3,305461.0
19646,309000,427800,0.982996323529412,1,20582,1320,0,1.75,3,7,1966,0,0,138000,185000,0,0,1,0,3,314345.0
19647,210000,328100,0.75390625,1,12444,1480,0,1.75,3,7,1977,0,0,138000,163000,0,0,1,0,3,278549.0
19648,610000,418300,0.961167279411765,1,45755,4880,1340,4.25,7,8,1968,2006,0,143000,411000,0,0,1,0,3,634645.0
19649,320000,418300,0.961167279411765,1,20761,2720,1290,2.0,5,7,1967,0,0,143000,254000,0,0,1,0,3,332929.0
19650,220000,370700,0.851792279411765,1,13708,1170,0,1.5,3,7,1963,0,0,125000,147000,0,0,1,0,3,258279.0
19651,350000,352600,0.810202205882353,1,28350,2390,1010,1.75,3,8,1964,0,0,132000,248000,0,0,1,0,3,431991.0
19652,362500,407700,0.936810661764706,1,55369,2220,1110,1.75,4,7,1962,0,0,151000,203000,0,0,1,0,3,386951.0
19653,240000,405100,0.930836397058823,1,17652,1220,0,2.0,3,7,1980,0,0,125000,176000,0,0,1,0,3,257833.0
19654,75000,339900,0.781020220588235,1,19598,2090,0,2.5,3,8,2011,0,0,100000,303000,0,0,1,0,3,96028.0
19655,375000,360700,0.828814338235294,1,11454,1590,0,2.25,3,8,1979,0,0,179000,195000,0,0,1,0,1,452454.0
19656,310000,383200,0.880514705882353,1,6000,1030,0,1.0,2,7,1910,0,1,150000,148000,0,0,1,0,1,352067.0
19657,360500,404400,0.929227941176471,1,6000,1560,700,2.0,3,6,1920,1994,0,139000,173000,0,0,1,0,1,387956.0
19658,423500,434200,0.997702205882353,1,6000,1560,700,2.0,3,6,1920,1994,0,139000,173000,0,0,1,0,1,424475.0
19659,212000,325000,0.746783088235294,1,6000,1620,0,1.0,4,7,1905,0,0,106000,193000,0,0,1,0,1,283884.0
19660,170000,335900,0.771829044117647,1,6000,780,0,1.0,2,6,1923,0,0,106000,106000,0,0,1,0,1,220256.0
19661,185000,350800,0.806066176470588,1,6000,700,0,1.0,2,6,1943,0,0,85000,80000,0,0,1,0,1,229510.0
19662,299950,421200,0.967830882352941,1,6000,1710,810,1.75,3,6,1942,0,0,85000,141000,0,0,1,0,1,309920.0
19664,425888,318000,0.730698529411765,1,1086,1250,370,2.25,2,9,2012,0,0,91000,432000,1,0,0,1,4,582850.0
19665,425888,318000,0.730698529411765,1,1086,1250,370,2.0,2,9,2012,0,0,91000,432000,1,0,0,1,4,582850.0
19666,410000,407400,0.936121323529412,1,1176,1120,300,2.5,3,8,2008,0,0,91000,336000,1,0,0,1,4,437977.0
19668,389900,428400,0.984375,1,878,1210,170,1.5,3,8,2007,0,0,107000,356000,1,0,0,1,4,396089.0
19669,395000,428400,0.984375,1,1234,1310,180,1.5,3,8,2007,0,0,107000,364000,1,0,0,1,4,401270.0
19672,387500,407400,0.936121323529412,1,926,1320,440,2.5,3,8,2008,0,0,91000,350000,1,0,0,1,4,413942.0
19673,274000,325000,0.746783088235294,1,1253,1180,340,2.25,2,8,2008,0,0,91000,341000,0,0,0,1,4,366907.0
19678,470000,403200,0.926470588235294,1,1328,1400,240,2.5,3,8,2008,0,0,107000,377000,1,0,0,1,4,507302.0
19679,466000,403200,0.926470588235294,1,1021,1380,220,2.5,3,8,2008,0,0,107000,380000,1,0,0,1,4,502984.0
19680,484500,403200,0.926470588235294,1,1327,1400,240,2.25,3,8,2008,0,0,107000,381000,1,0,0,1,4,522952.0
19681,394950,369800,0.849724264705882,1,1470,1420,200,3.5,3,8,2008,0,0,107000,466000,1,0,0,1,4,464798.0
19682,397500,385800,0.886488970588235,1,1176,1300,220,2.5,3,8,2008,0,0,107000,371000,1,0,0,1,4,448398.0
19685,529000,374300,0.860064338235294,1,1021,1460,310,3.5,3,8,2006,0,0,135000,440000,0,0,0,1,4,615070.0
19686,485000,421200,0.967830882352941,1,1245,1510,340,3.25,3,8,2006,0,0,135000,444000,0,0,0,1,4,501121.0
19687,488500,411700,0.946001838235294,1,1245,1510,340,3.25,3,8,2006,0,0,135000,444000,0,0,0,1,4,516384.0
19688,465000,423400,0.972886029411765,1,1013,1510,340,3.25,3,8,2006,0,0,135000,444000,0,0,0,1,4,477959.0
19689,447000,421200,0.967830882352941,1,1286,1340,150,1.5,2,8,2006,0,0,135000,420000,1,0,0,1,4,461858.0
19690,629900,312300,0.717601102941177,1,704,1540,0,3.25,3,9,2011,0,0,93000,575000,1,0,0,1,4,877786.0
19691,416500,334700,0.769071691176471,1,2114,1280,0,1.5,3,8,1904,0,0,221000,282000,0,0,1,0,4,541562.0
19692,508000,315500,0.724954044117647,1,2114,1280,0,1.5,3,8,1904,0,0,221000,282000,0,0,1,0,4,700734.0
19695,539950,425600,0.977941176470588,1,1357,1590,360,2.5,3,8,2007,0,0,107000,461000,1,0,0,1,4,552129.0
19696,499950,427800,0.982996323529412,1,1391,1260,150,2.25,2,8,2007,0,0,107000,435000,1,0,0,1,4,508598.0
19697,559990,427800,0.982996323529412,1,1552,1450,280,3.25,3,8,2007,0,0,107000,458000,1,0,0,1,4,569677.0
19698,449000,404400,0.929227941176471,1,1802,1820,380,2.25,3,8,1996,0,0,124000,458000,0,0,1,0,4,483197.0
19699,412500,400300,0.919806985294118,1,811,1080,40,1.5,2,9,2000,0,0,91000,404000,0,0,0,1,4,448464.0
19700,498500,342800,0.787683823529412,1,4905,2010,780,1.75,3,7,1912,0,0,417000,242000,0,0,1,0,4,632868.0
19701,585870,433200,0.995404411764706,1,1828,2260,600,3.5,3,8,2002,0,0,124000,514000,0,0,0,1,4,588575.0
19702,489000,394900,0.907398897058823,1,1834,2260,600,3.0,3,8,2002,0,0,124000,431000,1,0,0,1,4,538903.0
19703,500000,351600,0.807904411764706,1,1825,2260,600,3.0,3,8,2002,0,0,124000,434000,0,0,0,1,4,618885.0
19704,886000,429600,0.987132352941177,2,3690,2580,0,1.5,4,9,1900,0,0,280000,518000,0,1,0,0,4,897549.0
19705,359900,404400,0.929227941176471,1,12317,1540,0,1.5,3,7,1959,0,0,128000,70000,0,0,1,0,1,387311.0
19706,345000,407700,0.936810661764706,1,7500,2730,670,2.75,4,8,1966,0,0,154000,189000,0,0,1,0,1,368271.0
19707,355000,430900,0.990119485294118,1,4000,1780,0,2.5,4,7,2003,0,0,93000,179000,0,0,1,0,2,358543.0
19708,289750,347000,0.797334558823529,1,4548,2400,0,2.5,5,7,2003,0,0,93000,208000,0,0,1,0,2,363398.0
19709,250000,312300,0.717601102941177,1,4496,2400,0,2.5,5,7,2004,0,0,89000,210000,0,0,1,0,2,348383.0
19710,310000,390600,0.897518382352941,1,4000,1880,0,2.5,3,7,2004,0,0,85000,184000,0,0,1,0,2,345397.0
19711,334950,383200,0.880514705882353,1,4400,1780,0,2.5,4,7,2004,0,0,85000,181000,0,0,1,0,2,380403.0
19712,344000,430900,0.990119485294118,1,5507,1880,0,2.5,3,7,2003,0,1,82000,182000,0,0,1,0,2,347433.0
19713,370000,400600,0.920496323529412,1,6646,2410,0,2.5,4,7,2004,0,1,82000,211000,0,0,1,0,2,401957.0
19714,365000,396500,0.911075367647059,1,3894,2200,0,2.5,4,7,2004,0,0,85000,200000,0,0,1,0,2,400625.0
19715,334950,407700,0.936810661764706,1,4354,1880,0,2.5,3,7,2004,0,0,85000,184000,0,0,1,0,2,357543.0
19716,339950,404400,0.929227941176471,1,4692,1880,0,2.5,3,7,2004,0,0,85000,184000,0,0,1,0,2,365841.0
19717,349950,423400,0.972886029411765,1,4113,1810,0,2.5,3,7,2004,0,0,85000,183000,0,0,1,0,2,359703.0
19721,944950,392100,0.900965073529412,1,9453,3670,0,4.25,4,10,2004,0,0,358000,624000,0,0,1,0,3,1048820.0
19722,1070000,431300,0.991038602941177,1,11253,4140,0,3.5,4,10,2004,0,0,371000,657000,0,0,1,0,3,1079675.0
19725,1780000,392100,0.900965073529412,1,13036,4390,0,3.5,4,11,2005,0,0,546000,764000,1,0,1,0,3,1975659.0
19726,1800000,434200,0.997702205882353,1,13590,5110,0,3.75,4,11,2004,0,0,546000,778000,0,0,1,0,3,1804146.0
19729,1172500,418300,0.961167279411765,1,10701,3720,0,4.0,4,11,2004,0,0,391000,697000,0,0,1,0,3,1219871.0
19732,1650000,421200,0.967830882352941,1,9466,5040,0,4.25,5,11,2004,0,0,414000,802000,0,0,1,0,3,1704843.0
19733,850000,321600,0.738970588235294,1,9466,5040,0,4.25,5,11,2004,0,0,414000,802000,0,0,1,0,3,1150249.0
19734,1468000,392100,0.900965073529412,1,8843,4620,0,3.75,4,11,2005,0,0,414000,876000,1,0,1,0,3,1629364.0
19735,1500000,414800,0.953125,1,9141,4660,0,3.5,4,11,2005,0,0,414000,866000,1,0,1,0,3,1573770.0
19741,1995000,383200,0.880514705882353,1,17987,5940,1500,4.5,4,12,2005,0,0,563000,1048000,1,0,1,0,3,2265720.0
19744,1430000,387600,0.890625,1,10464,4560,0,3.5,4,11,2005,0,0,407000,811000,1,0,1,0,3,1605614.0
19745,1360000,404400,0.929227941176471,1,9748,4170,0,3.5,4,11,2004,0,0,425000,787000,0,0,1,0,3,1463581.0
19746,2905000,400600,0.920496323529412,1,13709,7530,2470,6.0,6,13,2006,0,0,563000,1612000,1,0,1,0,3,3155906.0
19747,1997500,400600,0.920496323529412,1,13811,6880,1710,4.75,4,11,2005,0,0,546000,945000,0,0,1,0,3,2170025.0
19752,910000,314100,0.721737132352941,1,19023,4090,0,3.5,4,11,2004,0,0,374000,710000,0,0,1,0,3,1260847.0
19753,1875000,407700,0.936810661764706,1,48787,6010,0,4.25,4,11,2001,0,0,289000,1202000,0,0,1,0,3,2001472.0
19755,1225000,360700,0.828814338235294,1,71438,6350,0,5.0,4,11,2001,0,0,303000,1217000,0,0,1,0,3,1478015.0
19756,1660000,411100,0.944623161764706,1,64033,4640,0,4.0,4,11,2003,0,0,301000,960000,0,0,1,0,3,1757315.0
19757,1465000,381600,0.876838235294118,1,64033,4640,0,4.0,4,11,2003,0,0,301000,960000,0,0,1,0,3,1670776.0
19759,1070000,337200,0.774816176470588,1,101930,5420,1530,4.5,4,11,2001,0,0,222000,991000,0,0,1,0,3,1380973.0
19760,273500,421200,0.967830882352941,1,1925,1410,0,2.5,2,7,2004,0,1,62000,161000,0,0,0,1,1,282591.0
19761,220000,337200,0.774816176470588,1,2200,2060,180,2.5,3,7,2004,0,0,68000,194000,0,0,0,1,1,283938.0
19762,450000,414800,0.953125,1,5124,2581,0,2.5,3,8,2006,0,0,108000,291000,1,0,1,0,1,472131.0
19763,456950,421200,0.967830882352941,1,4505,2580,0,2.5,3,8,2006,0,0,108000,291000,1,0,1,0,1,472138.0
19765,509950,434600,0.998621323529412,1,6658,3190,0,2.5,4,8,2007,0,0,108000,331000,1,0,1,0,1,510654.0
19771,609950,433200,0.995404411764706,1,7338,2980,0,2.5,3,8,2006,0,0,108000,326000,1,0,1,0,1,612766.0
19772,375000,430900,0.990119485294118,1,5472,1720,860,2.0,4,6,1923,0,1,110000,123000,0,0,1,0,4,378742.0
19773,298000,433200,0.995404411764706,1,10271,1660,0,1.5,3,7,1956,0,2,58000,186000,0,0,1,0,1,299376.0
19774,367500,421200,0.967830882352941,1,6159,2120,0,2.5,4,8,2001,0,0,132000,146000,0,0,1,0,0,379715.0
19775,310000,421900,0.969439338235294,1,5895,1710,0,2.5,3,8,2000,0,0,132000,139000,0,0,1,0,0,319772.0
19776,230000,347800,0.799172794117647,1,5895,1710,0,2.5,3,8,2000,0,0,132000,139000,0,0,1,0,0,287798.0
19777,300000,339400,0.779871323529412,2,23512,3240,800,2.75,4,6,1933,0,1,128000,198000,0,0,1,0,0,384679.0
19778,290000,383200,0.880514705882353,1,11082,2250,550,1.75,4,8,1933,0,1,97000,156000,0,0,1,0,0,329353.0
19779,539000,390600,0.897518382352941,1,2631,1730,0,2.5,3,8,2001,0,0,403000,232000,0,0,1,0,2,600545.0
19780,397300,407700,0.936810661764706,1,3000,2620,1120,2.0,4,6,1904,0,2,157000,192000,0,0,1,0,4,424099.0
19781,327000,430900,0.990119485294118,1,2700,960,180,1.0,2,6,1904,0,0,197000,70000,0,0,1,0,4,330263.0
19782,276000,421200,0.967830882352941,1,6598,2050,720,2.0,4,6,1936,0,0,81000,109000,0,0,1,0,0,285174.0
19783,360000,434600,0.998621323529412,1,6598,2050,720,2.0,4,6,1936,0,0,81000,109000,0,0,1,0,0,360497.0
19784,320000,404400,0.929227941176471,1,7800,1560,0,2.5,4,7,1997,0,0,84000,154000,0,0,1,0,1,344372.0
19785,256000,339900,0.781020220588235,1,7800,2320,1160,2.0,3,7,1960,0,0,84000,180000,0,0,1,0,1,327776.0
19786,504000,421900,0.969439338235294,1,59677,2840,1200,2.0,4,8,1963,0,0,132000,306000,0,0,1,0,1,519888.0
19787,340000,397900,0.914292279411765,1,12399,990,0,1.0,2,7,1939,0,0,81000,111000,0,0,1,0,4,371872.0
19788,470000,354400,0.814338235294118,1,8470,2260,950,2.25,4,8,1979,0,0,269000,306000,0,0,1,0,3,577156.0
19789,510000,403200,0.926470588235294,1,12168,3300,1370,2.75,4,8,1978,0,0,269000,410000,0,0,1,0,3,550476.0
19790,560000,400600,0.920496323529412,1,3800,2190,740,1.75,3,7,1927,0,0,260000,321000,0,0,1,0,4,608367.0
19791,230000,318000,0.730698529411765,1,8270,1760,480,1.5,3,7,1962,0,0,75000,172000,0,0,1,0,1,314767.0
19792,545000,418400,0.961397058823529,1,4253,2250,0,3.75,5,8,2012,0,1,130000,360000,0,0,1,0,0,566883.0
19794,406500,421200,0.967830882352941,1,5065,1620,0,1.0,4,7,1925,2002,0,150000,186000,0,0,1,0,0,420011.0
19795,410000,407400,0.936121323529412,1,3218,2050,0,2.5,3,7,2008,0,0,130000,299000,1,0,1,0,0,437977.0
